OTU_id	S1	S2	S3	S4	S5	S6	S7	lca_superkingdom	lca_phylum	lca_class	lca_order	lca_family	lca_genus	diamond_best_hit	diamond_pident	diamond_e-value
Otu2379	5	9	3	0	0	0	0	Bacteria	NA	NA	NA	NA	NA	gi|916494962|ref|WP_051130338.1|_arsenite_S-adenosylmethyltransferase_[Thioalkalivibrio_sp._ALR17-21]	80	4.50E-14
Otu238	10	12	9	0	0	0	0	Bacteria	NA	NA	NA	NA	NA	gi|916494962|ref|WP_051130338.1|_arsenite_S-adenosylmethyltransferase_[Thioalkalivibrio_sp._ALR17-21]	85	8.20E-16
Otu2380	5	2	2	0	0	0	0	Bacteria	NA	NA	NA	NA	NA	gi|503186410|ref|WP_013421071.1|_arsenite_S-adenosylmethyltransferase_[Rhodomicrobium_vannielii]	82.5	3.10E-15
Otu2381	0	7	0	0	0	0	0	Bacteria	NA	NA	NA	NA	NA	gi|727227284|ref|WP_033688162.1|_arsenite_S-adenosylmethyltransferase_[Bacillus_cereus]	71.8	7.20E-12
Otu2382	32	53	26	0	0	0	0	Bacteria	NA	NA	NA	NA	NA	gi|739373310|ref|WP_037234292.1|_arsenite_S-adenosylmethyltransferase_[Rhodomicrobium_udaipurense]	87.5	1.10E-15
Otu2383	6	0	1	0	0	0	0	Bacteria	NA	NA	NA	NA	NA	gi|780001260|ref|WP_045432493.1|_arsenite_S-adenosylmethyltransferase_[bacterium_UASB270]	69.2	3.60E-11
Otu2384	3	2	3	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
Otu2385	2	2	3	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|760031032|ref|WP_043714008.1|_arsenite_S-adenosylmethyltransferase_[Symbiobacterium_thermophilum]	79.5	3.20E-12
Otu2386	5	0	4	0	0	0	0	Bacteria	NA	NA	NA	NA	NA	gi|754961228|ref|WP_042317202.1|_arsenite_S-adenosylmethyltransferase_[Desulfotomaculum_acetoxidans]	72.5	6.50E-13
Otu2387	5	0	1	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|810964930|ref|WP_046368067.1|_arsenite_S-adenosylmethyltransferase_[Flavihumibacter_petaseus]	62.5	3.90E-10
Otu2388	2	5	0	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|922783416|ref|WP_053381118.1|_arsenite_S-adenosylmethyltransferase_[Nitrospira_moscoviensis]	55	1.30E-08
Otu2389	0	4	4	0	0	0	0	Bacteria	Proteobacteria	NA	NA	NA	NA	gi|501722131|ref|WP_012625546.1|_type_11_methyltransferase_[Desulfovibrio_desulfuricans]	75	2.60E-15
Otu239	22	18	9	0	0	0	0	Bacteria	NA	NA	NA	NA	NA	gi|754961228|ref|WP_042317202.1|_arsenite_S-adenosylmethyltransferase_[Desulfotomaculum_acetoxidans]	61.5	3.00E-10
Otu2390	43	28	17	0	0	0	0	Bacteria	NA	NA	NA	NA	NA	gi|739373310|ref|WP_037234292.1|_arsenite_S-adenosylmethyltransferase_[Rhodomicrobium_udaipurense]	90	1.10E-15
Otu2391	12	2	2	0	0	0	0	Bacteria	NA	NA	NA	NA	NA	gi|648606717|ref|WP_026298468.1|_arsenite_S-adenosylmethyltransferase_[Cohnella_laeviribosi]	82.1	4.50E-14
Otu2392	4	2	0	0	0	0	0	Bacteria	NA	NA	NA	NA	NA	gi|496492145|ref|WP_009200715.1|_arsenite_S-adenosylmethyltransferase_[Anaerobaculum_hydrogeniformans]	62.5	5.10E-10
Otu2393	5	1	0	0	0	0	0	Bacteria	NA	NA	NA	NA	NA	gi|916494962|ref|WP_051130338.1|_arsenite_S-adenosylmethyltransferase_[Thioalkalivibrio_sp._ALR17-21]	65	9.40E-12
Otu2394	16	7	3	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|502643688|ref|WP_012880086.1|_arsenite_S-adenosylmethyltransferase_[Xylanimonas_cellulosilytica]	70	2.70E-11
Otu2395	5	1	0	0	0	0	0	Bacteria	Proteobacteria	NA	NA	NA	NA	gi|751570639|ref|WP_041039517.1|_arsenite_S-adenosylmethyltransferase_[Magnetospirillum_magnetotacticum]	82.5	2.40E-15
Otu2396	4	3	1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
Otu2397	8	0	1	0	0	0	0	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter	gi|500472479|ref|WP_011939313.1|_type_11_methyltransferase_[Geobacter_uraniireducens]	80	1.70E-13
Otu2398	0	0	0	11	2	0	0	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	gi|851136227|ref|WP_048081516.1|_MULTISPECIES:_arsenite_S-adenosylmethyltransferase_[Methanobacterium]	85	7.70E-14
Otu2399	9	1	0	0	0	0	0	Bacteria	NA	NA	NA	NA	NA	gi|754961228|ref|WP_042317202.1|_arsenite_S-adenosylmethyltransferase_[Desulfotomaculum_acetoxidans]	65	1.40E-10
Otu24	850	572	326	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|496492145|ref|WP_009200715.1|_arsenite_S-adenosylmethyltransferase_[Anaerobaculum_hydrogeniformans]	50	1.40E-07
Otu240	53	9	2	0	0	0	0	Bacteria	Proteobacteria	NA	NA	NA	NA	gi|550906939|ref|WP_022660098.1|_arsenite_S-adenosylmethyltransferase_[Desulfovibrio_desulfuricans]	86	1.10E-16
Otu2400	2	3	2	0	0	0	0	Bacteria	Armatimonadetes	Fimbriimonadia	Fimbriimonadales	Fimbriimonadaceae	Fimbriimonas	gi|740690069|ref|WP_038475358.1|_arsenite_S-adenosylmethyltransferase_[Fimbriimonas_ginsengisoli]	90	1.30E-16
Otu2401	2	2	3	0	0	0	0	Bacteria	NA	NA	NA	NA	NA	gi|497536794|ref|WP_009850992.1|_arsenite_S-adenosylmethyltransferase_[Mariprofundus_ferrooxydans]	70	5.50E-12
Otu2402	2	6	2	0	0	0	0	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	gi|499333191|ref|WP_011023683.1|_arsenite_S-adenosylmethyltransferase_[Methanosarcina_acetivorans]	56.4	4.30E-09
Otu2403	11	0	0	0	0	0	0	Bacteria	NA	NA	NA	NA	NA	gi|651321841|ref|WP_026446224.1|_arsenite_S-adenosylmethyltransferase_[Acidobacteriaceae__URHE0068]	85	1.10E-15
Otu2404	4	1	2	0	0	0	0	Bacteria	NA	NA	NA	NA	NA	gi|916494962|ref|WP_051130338.1|_arsenite_S-adenosylmethyltransferase_[Thioalkalivibrio_sp._ALR17-21]	70	2.20E-13
Otu2405	7	14	3	0	0	0	0	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosaetaceae	Methanosaeta	gi|503485774|ref|WP_013720435.1|_arsenite_S-adenosylmethyltransferase_[Methanosaeta_concilii]	87.5	8.20E-16
Otu2406	5	1	2	0	0	0	0	Bacteria	NA	NA	NA	NA	NA	gi|760031032|ref|WP_043714008.1|_arsenite_S-adenosylmethyltransferase_[Symbiobacterium_thermophilum]	77.5	1.30E-13
Otu2407	2	4	2	0	0	0	0	Bacteria	NA	NA	NA	NA	NA	gi|651321841|ref|WP_026446224.1|_arsenite_S-adenosylmethyltransferase_[Acidobacteriaceae__URHE0068]	75	4.50E-14
Otu2408	7	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|499343073|ref|WP_011032612.1|_arsenite_S-adenosylmethyltransferase_[Methanosarcina_mazei]	60	2.00E-09
Otu2409	8	1	0	0	0	0	0	Bacteria	Proteobacteria	NA	NA	NA	NA	gi|492544307|ref|WP_005880668.1|_type_11_methyltransferase_[Oxalobacter_formigenes]	77.3	1.80E-16
Otu241	204	63	36	0	0	0	0	Bacteria	NA	NA	NA	NA	NA	gi|499823079|ref|WP_011503813.1|_arsenite_S-adenosylmethyltransferase_[Rhodopseudomonas_palustris]	85	5.30E-15
Otu2410	2	3	2	0	0	0	0	Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophaceae	Desulfomonile	gi|504622272|ref|WP_014809374.1|_arsenite_S-adenosylmethyltransferase_[Desulfomonile_tiedjei]	85	9.00E-15
Otu2411	3	7	1	0	0	0	0	Bacteria	Proteobacteria	Deltaproteobacteria	NA	NA	NA	gi|501722131|ref|WP_012625546.1|_type_11_methyltransferase_[Desulfovibrio_desulfuricans]	81.4	2.60E-15
Otu2412	6	2	0	0	0	0	0	Bacteria	NA	NA	NA	NA	NA	gi|496496622|ref|WP_009205158.1|_arsenite_S-adenosylmethyltransferase_[Sulfuricella_denitrificans]	74.4	7.20E-12
Otu2413	4	2	1	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|917663895|ref|WP_052218422.1|_arsenite_S-adenosylmethyltransferase_[Thermincola_ferriacetica]	67.5	1.40E-10
Otu2414	16	8	9	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|851314766|ref|WP_048177906.1|_arsenite_S-adenosylmethyltransferase_[Methanosarcina_sp._MTP4]	65	1.00E-10
Otu2415	9	0	2	0	0	0	0	Bacteria	NA	NA	NA	NA	NA	gi|651321841|ref|WP_026446224.1|_arsenite_S-adenosylmethyltransferase_[Acidobacteriaceae__URHE0068]	90	2.20E-16
Otu2416	8	3	1	0	0	0	0	Bacteria	Proteobacteria	NA	NA	NA	NA	gi|501722131|ref|WP_012625546.1|_type_11_methyltransferase_[Desulfovibrio_desulfuricans]	81.4	6.90E-16
Otu2417	0	8	0	0	0	0	0	Bacteria	Armatimonadetes	Fimbriimonadia	Fimbriimonadales	Fimbriimonadaceae	Fimbriimonas	gi|740690069|ref|WP_038475358.1|_arsenite_S-adenosylmethyltransferase_[Fimbriimonas_ginsengisoli]	77.5	1.70E-13
Otu2418	6	0	5	0	0	0	0	Bacteria	NA	NA	NA	NA	NA	gi|503186410|ref|WP_013421071.1|_arsenite_S-adenosylmethyltransferase_[Rhodomicrobium_vannielii]	82.5	1.00E-13
Otu2419	5	2	3	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|868613371|ref|WP_048492588.1|_ubiquinone_biosynthesis_methyltransferase_UbiE_[Nitrospina_sp._SCGC_AAA799_C22]	41.9	1.00E-06
Otu242	8	15	6	0	0	0	0	Bacteria	NA	NA	NA	NA	NA	gi|651321841|ref|WP_026446224.1|_arsenite_S-adenosylmethyltransferase_[Acidobacteriaceae__URHE0068]	92.5	7.40E-17
Otu2420	8	5	4	0	0	0	0	Bacteria	NA	NA	NA	NA	NA	gi|652388993|ref|WP_026784876.1|_arsenite_S-adenosylmethyltransferase_[Pleomorphomonas_koreensis]	82.5	7.70E-14
Otu2421	8	2	1	0	0	0	0	Bacteria	Proteobacteria	NA	NA	NA	NA	gi|501722131|ref|WP_012625546.1|_type_11_methyltransferase_[Desulfovibrio_desulfuricans]	79.5	2.40E-16
Otu2422	10	1	1	0	0	0	0	Bacteria	NA	NA	NA	NA	NA	gi|499549313|ref|WP_011230096.1|_MULTISPECIES:_arsenite_S-adenosylmethyltransferase_[Geobacillus]	82.5	4.50E-14
Otu2423	6	7	1	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|760031032|ref|WP_043714008.1|_arsenite_S-adenosylmethyltransferase_[Symbiobacterium_thermophilum]	72.5	8.50E-13
Otu2424	4	3	2	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|920138574|ref|WP_052955265.1|_hypothetical_protein_[Mycobacterium_nebraskense]	65	1.80E-07
Otu2425	5	5	1	0	0	0	0	Bacteria	NA	NA	NA	NA	NA	gi|550975022|ref|WP_022723236.1|_arsenite_S-adenosylmethyltransferase_[Rhodopseudomonas_sp._B29]	75	2.90E-13
Otu2426	9	1	0	0	0	0	0	Bacteria	NA	NA	NA	NA	NA	gi|760031032|ref|WP_043714008.1|_arsenite_S-adenosylmethyltransferase_[Symbiobacterium_thermophilum]	82.1	2.00E-14
Otu2427	6	1	5	0	0	0	0	Bacteria	NA	NA	NA	NA	NA	gi|754961228|ref|WP_042317202.1|_arsenite_S-adenosylmethyltransferase_[Desulfotomaculum_acetoxidans]	73.7	4.20E-12
Otu2428	10	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|522820057|ref|WP_020732918.1|_hypothetical_protein_[Sorangium_cellulosum]	63.2	2.00E-09
Otu2429	5	2	0	0	0	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	gi|727227284|ref|WP_033688162.1|_arsenite_S-adenosylmethyltransferase_[Bacillus_cereus]	59	7.40E-09
Otu243	10	5	2	0	0	0	0	Bacteria	Firmicutes	NA	NA	NA	NA	gi|727227284|ref|WP_033688162.1|_arsenite_S-adenosylmethyltransferase_[Bacillus_cereus]	65	7.90E-11
Otu2430	5	3	4	0	0	0	0	Bacteria	NA	NA	NA	NA	NA	gi|516744948|ref|WP_018078770.1|_arsenite_S-adenosylmethyltransferase_[Thiobacillus_denitrificans]	80	9.00E-15
Otu2431	8	2	1	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|851257485|ref|WP_048134622.1|_arsenite_S-adenosylmethyltransferase_[Methanosarcina_sp._1.H.T.1A.1]	65	3.00E-10
Otu2432	6	3	1	0	0	0	0	Bacteria	Chloroflexi	Dehalococcoidia	NA	NA	Dehalogenimonas	gi|502983869|ref|WP_013218845.1|_arsenite_S-adenosylmethyltransferase_[Dehalogenimonas_lykanthroporepellens]	57.5	1.10E-09
Otu2433	2	2	4	0	0	0	0	Bacteria	NA	NA	NA	NA	NA	gi|503040451|ref|WP_013275427.1|_arsenite_S-adenosylmethyltransferase_[Thermosediminibacter_oceani]	67.5	4.60E-11
Otu2434	7	0	0	0	0	0	0	Bacteria	NA	NA	NA	NA	NA	gi|929006514|ref|WP_054030453.1|_arsenite_S-adenosylmethyltransferase_[Desulfatitalea_tepidiphila]	76.9	6.50E-13
Otu2435	23	33	25	0	0	0	0	Bacteria	NA	NA	NA	NA	NA	gi|648606717|ref|WP_026298468.1|_arsenite_S-adenosylmethyltransferase_[Cohnella_laeviribosi]	80	9.00E-15
Otu2436	6	0	1	0	0	0	0	Bacteria	NA	NA	NA	NA	NA	gi|851303491|ref|WP_048166801.1|_arsenite_S-adenosylmethyltransferase_[Methanosarcina_thermophila]	82.1	1.70E-13
Otu2437	94	19	8	0	0	0	0	Bacteria	NA	NA	NA	NA	NA	gi|655993110|ref|WP_029034741.1|_arsenite_S-adenosylmethyltransferase_[Salinimicrobium_terrae]	57.5	8.80E-10
Otu2438	12	2	2	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|851218940|ref|WP_048113175.1|_hypothetical_protein_[Methanoculleus_sp._MH98A]	52.6	5.30E-07
Otu2439	7	1	1	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|917663895|ref|WP_052218422.1|_arsenite_S-adenosylmethyltransferase_[Thermincola_ferriacetica]	62.5	2.50E-09
Otu244	21	5	3	0	0	0	0	Bacteria	NA	NA	NA	NA	NA	gi|499823079|ref|WP_011503813.1|_arsenite_S-adenosylmethyltransferase_[Rhodopseudomonas_palustris]	90	4.80E-16
Otu2440	6	7	9	0	0	0	0	Bacteria	NA	NA	NA	NA	NA	gi|654873070|ref|WP_028325089.1|_arsenite_S-adenosylmethyltransferase_[Desulfatirhabdium_butyrativorans]	72.5	2.20E-13
Otu2441	27	0	1	0	0	0	0	Bacteria	NA	NA	NA	NA	NA	gi|652388993|ref|WP_026784876.1|_arsenite_S-adenosylmethyltransferase_[Pleomorphomonas_koreensis]	87.5	1.80E-15
Otu2442	3	3	4	0	0	0	0	Bacteria	Armatimonadetes	Fimbriimonadia	Fimbriimonadales	Fimbriimonadaceae	Fimbriimonas	gi|740690069|ref|WP_038475358.1|_arsenite_S-adenosylmethyltransferase_[Fimbriimonas_ginsengisoli]	87.5	3.70E-16
Otu2443	8	1	0	0	0	0	0	Bacteria	NA	NA	NA	NA	NA	gi|851257485|ref|WP_048134622.1|_arsenite_S-adenosylmethyltransferase_[Methanosarcina_sp._1.H.T.1A.1]	76.9	4.20E-12
Otu2444	4	2	2	0	0	0	0	Bacteria	NA	NA	NA	NA	NA	gi|921296454|ref|WP_053231770.1|_arsenite_S-adenosylmethyltransferase_[Sandaracinus_amylolyticus]	70	4.60E-11
Otu2445	7	1	2	0	0	0	0	Bacteria	NA	NA	NA	NA	NA	gi|503186410|ref|WP_013421071.1|_arsenite_S-adenosylmethyltransferase_[Rhodomicrobium_vannielii]	85	4.10E-15
Otu2446	39	31	10	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|929006514|ref|WP_054030453.1|_arsenite_S-adenosylmethyltransferase_[Desulfatitalea_tepidiphila]	62.5	3.90E-10
Otu2447	31	46	39	0	0	0	0	Bacteria	NA	NA	NA	NA	NA	gi|652931506|ref|WP_027185239.1|_arsenite_S-adenosylmethyltransferase_[Desulfovibrio_inopinatus]	80	8.50E-13
Otu2448	5	0	7	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|916494962|ref|WP_051130338.1|_arsenite_S-adenosylmethyltransferase_[Thioalkalivibrio_sp._ALR17-21]	69.2	2.10E-11
Otu2449	2	3	2	0	0	0	0	Bacteria	NA	NA	NA	NA	NA	gi|517784553|ref|WP_018954761.1|_arsenite_S-adenosylmethyltransferase_[Thioalkalivibrio_sulfidiphilus]	82.5	9.00E-15
Otu245	228	95	72	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|916494962|ref|WP_051130338.1|_arsenite_S-adenosylmethyltransferase_[Thioalkalivibrio_sp._ALR17-21]	89.7	1.40E-15
Otu2450	6	2	1	0	0	0	0	Bacteria	NA	NA	NA	NA	NA	gi|851314766|ref|WP_048177906.1|_arsenite_S-adenosylmethyltransferase_[Methanosarcina_sp._MTP4]	60	7.20E-12
Otu2451	6	0	1	0	0	0	0	Bacteria	Proteobacteria	NA	NA	NA	NA	gi|760060259|ref|WP_043743124.1|_methyltransferase_type_11_[Thauera_sp._SWB20]	75	1.00E-15
Otu2452	0	8	10	0	0	0	0	Bacteria	NA	NA	NA	NA	NA	gi|657673216|ref|WP_029475981.1|_arsenite_S-adenosylmethyltransferase_[Dehalococcoidia__SCGC_AB-539-J10]	70	5.50E-12
Otu2453	4	3	0	0	0	0	0	Bacteria	Proteobacteria	Deltaproteobacteria	NA	NA	NA	gi|771601551|ref|WP_045214237.1|_arsenite_S-adenosylmethyltransferase_[Desulfonatronovibrio_magnus]	82.5	1.20E-14
Otu2454	4	4	4	0	0	0	0	Bacteria	NA	NA	NA	NA	NA	gi|740690069|ref|WP_038475358.1|_arsenite_S-adenosylmethyltransferase_[Fimbriimonas_ginsengisoli]	80	4.50E-14
Otu2455	9	0	0	0	0	0	0	Bacteria	NA	NA	NA	NA	NA	gi|654591987|ref|WP_028058984.1|_arsenite_S-adenosylmethyltransferase_[Solirubrobacter_sp._URHD0082]	60	1.40E-10
Otu2456	4	5	0	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|851320234|ref|WP_048183374.1|_arsenite_S-adenosylmethyltransferase_[Methanoculleus_sp._S3Fa]	46.2	2.60E-06
Otu2457	7	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|648606717|ref|WP_026298468.1|_arsenite_S-adenosylmethyltransferase_[Cohnella_laeviribosi]	77.5	2.50E-12
Otu2458	9	18	11	0	0	0	0	Bacteria	NA	NA	NA	NA	NA	gi|500005407|ref|WP_011686125.1|_arsenite_S-adenosylmethyltransferase_[Candidatus_Solibacter_usitatus]	87.5	1.10E-15
Otu2459	8	1	1	0	0	0	0	Bacteria	NA	NA	NA	NA	NA	gi|917663895|ref|WP_052218422.1|_arsenite_S-adenosylmethyltransferase_[Thermincola_ferriacetica]	66.7	6.70E-10
Otu246	183	108	100	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|966391489|ref|WP_058438253.1|_arsenite_S-adenosylmethyltransferase_[Dehalogenimonas_alkenigignens]	60	5.10E-10
Otu2460	2	0	0	0	0	0	0	Bacteria	NA	NA	NA	NA	NA	gi|500005407|ref|WP_011686125.1|_arsenite_S-adenosylmethyltransferase_[Candidatus_Solibacter_usitatus]	77.5	4.20E-12
Otu2461	1	1	0	0	0	0	0	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	gi|494299727|ref|WP_007170251.1|_MULTISPECIES:_arsenite_S-adenosylmethyltransferase_[Mycobacterium]	53.5	6.20E-09
Otu2462	2	0	0	0	0	0	0	Bacteria	NA	NA	NA	NA	NA	gi|550975022|ref|WP_022723236.1|_arsenite_S-adenosylmethyltransferase_[Rhodopseudomonas_sp._B29]	75	5.00E-13
Otu2463	0	0	3	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|657047502|ref|WP_029290375.1|_arsenite_S-adenosylmethyltransferase_[Cellulomonas_sp._HZM]	59.1	1.40E-08
Otu2464	4	1	0	0	0	0	0	Bacteria	NA	NA	NA	NA	NA	gi|501109326|ref|WP_012158952.1|_arsenite_S-adenosylmethyltransferase_[Alkaliphilus_oremlandii]	67.6	6.20E-10
Otu2465	0	2	0	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|851276666|ref|WP_048144509.1|_arsenite_S-adenosylmethyltransferase_[Methanosaeta_harundinacea]	57.5	9.70E-09
Otu2466	3	0	0	0	0	0	0	Bacteria	NA	NA	NA	NA	NA	gi|522208193|ref|WP_020715660.1|_hypothetical_protein_[Acidobacteriaceae__KBS_89]	72.5	2.20E-13
Otu2467	2	0	0	0	0	0	0	Bacteria	NA	NA	NA	NA	NA	gi|736112451|ref|WP_034245013.1|_arsenite_S-adenosylmethyltransferase_[Actinotalea_fermentans]	65	8.80E-10
Otu2468	3	0	0	0	0	0	0	Bacteria	Chloroflexi	Caldilineae	Caldilineales	Caldilineaceae	Caldilinea	gi|504247862|ref|WP_014434964.1|_methyltransferase_[Caldilinea_aerophila]	72.5	8.50E-13
Otu2469	2	1	1	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|656110672|ref|WP_029134203.1|_arsenite_S-adenosylmethyltransferase_[Sedimenticola_selenatireducens]	55.8	4.40E-07
Otu247	15	15	3	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|652931506|ref|WP_027185239.1|_arsenite_S-adenosylmethyltransferase_[Desulfovibrio_inopinatus]	65	3.00E-10
Otu2470	13	18	9	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|656110672|ref|WP_029134203.1|_arsenite_S-adenosylmethyltransferase_[Sedimenticola_selenatireducens]	52.3	1.70E-06
Otu2471	2	1	4	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|501125102|ref|WP_012174190.1|_arsenite_S-adenosylmethyltransferase_[Desulfococcus_oleovorans]	55	9.70E-09
Otu2472	2	2	0	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|656110672|ref|WP_029134203.1|_arsenite_S-adenosylmethyltransferase_[Sedimenticola_selenatireducens]	50	1.10E-07
Otu2473	2	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|499344632|ref|WP_011034171.1|_arsenite_S-adenosylmethyltransferase_[Methanosarcina_mazei]	66.7	1.00E-10
Otu2474	2	0	0	0	0	0	0	Bacteria	Proteobacteria	Deltaproteobacteria	NA	NA	NA	gi|500472479|ref|WP_011939313.1|_type_11_methyltransferase_[Geobacter_uraniireducens]	67.5	9.40E-12
Otu2475	2	0	0	0	0	0	0	Bacteria	NA	NA	NA	NA	NA	gi|916494962|ref|WP_051130338.1|_arsenite_S-adenosylmethyltransferase_[Thioalkalivibrio_sp._ALR17-21]	84.6	7.70E-14
Otu2476	5	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|760031032|ref|WP_043714008.1|_arsenite_S-adenosylmethyltransferase_[Symbiobacterium_thermophilum]	82.5	2.60E-14
Otu2477	2	3	1	0	0	0	0	Bacteria	NA	NA	NA	NA	NA	gi|922783416|ref|WP_053381118.1|_arsenite_S-adenosylmethyltransferase_[Nitrospira_moscoviensis]	77.5	1.50E-14
Otu2478	4	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|502783682|ref|WP_013018658.1|_type_11_methyltransferase_[Stackebrandtia_nassauensis]	65.2	0.00016
Otu2479	10	1	1	0	0	0	0	Bacteria	NA	NA	NA	NA	NA	gi|502883608|ref|WP_013118584.1|_arsenite_S-adenosylmethyltransferase_[Cellulomonas_flavigena]	72.5	3.60E-11
Otu248	32	11	17	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|917663895|ref|WP_052218422.1|_arsenite_S-adenosylmethyltransferase_[Thermincola_ferriacetica]	70	1.40E-10
Otu2480	133	52	25	0	0	0	0	Bacteria	NA	NA	NA	NA	NA	gi|502883608|ref|WP_013118584.1|_arsenite_S-adenosylmethyltransferase_[Cellulomonas_flavigena]	75	7.20E-12
Otu2481	0	2	1	0	0	0	0	Bacteria	NA	NA	NA	NA	NA	gi|501979004|ref|WP_012682192.1|_arsenite_S-adenosylmethyltransferase_[Gemmatimonas_aurantiaca]	80	2.20E-13
Otu2482	1	2	2	0	0	0	0	Bacteria	Actinobacteria	Actinobacteria	NA	NA	NA	gi|655578008|ref|WP_028929321.1|_arsenite_S-adenosylmethyltransferase_[Pseudonocardia_asaccharolytica]	87.2	1.20E-14
Otu2483	0	0	2	0	0	0	0	Bacteria	NA	NA	NA	NA	NA	gi|972433444|ref|WP_059042789.1|_arsenite_S-adenosylmethyltransferase_[Paenibacillus_sp._MT18]	74.4	7.20E-12
Otu2484	8	23	3	0	0	0	0	Bacteria	NA	NA	NA	NA	NA	gi|656252403|ref|WP_029198871.1|_arsenite_S-adenosylmethyltransferase_[Paenibacillus_alginolyticus]	61.5	6.10E-11
Otu2485	2	0	0	0	0	0	0	Bacteria	NA	NA	NA	NA	NA	gi|494933539|ref|WP_007659572.1|_arsenite_S-adenosylmethyltransferase_[Pontibacter_sp._BAB1700]	65.8	5.10E-10
Otu2486	3	0	0	0	0	0	0	Bacteria	NA	NA	NA	NA	NA	gi|550975022|ref|WP_022723236.1|_arsenite_S-adenosylmethyltransferase_[Rhodopseudomonas_sp._B29]	82.5	2.00E-14
Otu2487	5	1	0	0	0	0	0	Bacteria	NA	NA	NA	NA	NA	gi|651321841|ref|WP_026446224.1|_arsenite_S-adenosylmethyltransferase_[Acidobacteriaceae__URHE0068]	75	5.00E-13
Otu2488	2	0	0	0	0	0	0	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter	gi|500472479|ref|WP_011939313.1|_type_11_methyltransferase_[Geobacter_uraniireducens]	75	1.10E-12
Otu2489	2	0	0	0	0	0	0	Bacteria	NA	NA	NA	NA	NA	gi|502635989|ref|WP_012872514.1|_arsenite_S-adenosylmethyltransferase_[Sphaerobacter_thermophilus]	75	2.70E-11
Otu249	15	25	15	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|656252403|ref|WP_029198871.1|_arsenite_S-adenosylmethyltransferase_[Paenibacillus_alginolyticus]	61.5	2.30E-10
Otu2490	3	3	0	0	0	0	0	Bacteria	NA	NA	NA	NA	NA	gi|500005407|ref|WP_011686125.1|_arsenite_S-adenosylmethyltransferase_[Candidatus_Solibacter_usitatus]	87.5	9.00E-15
Otu2491	1	0	1	0	0	0	0	Bacteria	NA	NA	NA	NA	NA	gi|970450100|ref|WP_058730794.1|_arsenite_S-adenosylmethyltransferase_[Kocuria_kristinae]	80	4.50E-14
Otu2492	2	0	0	0	0	0	0	Bacteria	NA	NA	NA	NA	NA	gi|740690069|ref|WP_038475358.1|_arsenite_S-adenosylmethyltransferase_[Fimbriimonas_ginsengisoli]	75	3.40E-14
Otu2493	2	0	0	0	0	0	0	Bacteria	NA	NA	NA	NA	NA	gi|740690069|ref|WP_038475358.1|_arsenite_S-adenosylmethyltransferase_[Fimbriimonas_ginsengisoli]	85	4.10E-15
